date,history_end,model,confidence,loss,var,es
2002-12-27,2002-12-26,Historical 250d,0.95,1.615838474,2.510778923,3.214489962
2002-12-27,2002-12-26,Normal 1000d,0.95,1.615838474,2.327349373,2.910400149
2002-12-27,2002-12-26,GARCH-t 1000d,0.95,1.615838474,1.991207723,2.595607815
2002-12-27,2002-12-26,Historical 250d,0.99,1.615838474,3.489795704,3.959186159
2002-12-27,2002-12-26,Normal 1000d,0.99,1.615838474,3.27825764,3.751087472
2002-12-27,2002-12-26,GARCH-t 1000d,0.99,1.615838474,2.962544957,3.53727173
2002-12-30,2002-12-27,Historical 250d,0.95,-0.4547550177,2.510778923,3.214489962
2002-12-30,2002-12-27,Normal 1000d,0.95,-0.4547550177,2.330662946,2.9138023
2002-12-30,2002-12-27,GARCH-t 1000d,0.95,-0.4547550177,2.06094789,2.686740229
2002-12-30,2002-12-27,Historical 250d,0.99,-0.4547550177,3.489795704,3.959186159
2002-12-30,2002-12-27,Normal 1000d,0.99,-0.4547550177,3.281715676,3.754617341
2002-12-30,2002-12-27,GARCH-t 1000d,0.99,-0.4547550177,3.066664812,3.66173357
2002-12-31,2002-12-30,Historical 250d,0.95,-0.04888467019,2.510778923,3.214489962
2002-12-31,2002-12-30,Normal 1000d,0.95,-0.04888467019,2.329615546,2.912048024
2002-12-31,2002-12-30,GARCH-t 1000d,0.95,-0.04888467019,1.998662509,2.605349298
2002-12-31,2002-12-30,Historical 250d,0.99,-0.04888467019,3.489795704,3.959186159
2002-12-31,2002-12-30,Normal 1000d,0.99,-0.04888467019,3.27951542,3.751843838
2002-12-31,2002-12-30,GARCH-t 1000d,0.99,-0.04888467019,2.973674716,3.55057592
2003-01-02,2002-12-31,Historical 250d,0.95,-3.266077978,2.510778923,3.214489962
2003-01-02,2002-12-31,Normal 1000d,0.95,-3.266077978,2.32934888,2.911778198
2003-01-02,2002-12-31,GARCH-t 1000d,0.95,-3.266077978,1.929705608,2.51524041
2003-01-02,2002-12-31,Historical 250d,0.99,-3.266077978,3.489795704,3.959186159
2003-01-02,2002-12-31,Normal 1000d,0.99,-3.266077978,3.2792436,3.751569456
2003-01-02,2002-12-31,GARCH-t 1000d,0.99,-3.266077978,2.870724253,3.427511937
2003-01-03,2003-01-02,Historical 250d,0.95,0.04841517974,2.510778923,3.214489962
2003-01-03,2003-01-02,Normal 1000d,0.95,0.04841517974,2.332809518,2.91684068
2003-01-03,2003-01-02,GARCH-t 1000d,0.95,0.04841517974,2.412908595,3.146662111
2003-01-03,2003-01-02,Historical 250d,0.99,0.04841517974,3.489795704,3.959186159
2003-01-03,2003-01-02,Normal 1000d,0.99,0.04841517974,3.285316715,3.758941599
2003-01-03,2003-01-02,GARCH-t 1000d,0.99,0.04841517974,3.592130968,4.289860495
2003-01-06,2003-01-03,Historical 250d,0.95,-2.222553674,2.510778923,3.214489962
2003-01-06,2003-01-03,Normal 1000d,0.95,-2.222553674,2.331549811,2.915472984
2003-01-06,2003-01-03,GARCH-t 1000d,0.95,-2.222553674,2.309602079,3.011667134
2003-01-06,2003-01-03,Historical 250d,0.99,-2.222553674,3.489795704,3.959186159
2003-01-06,2003-01-03,Normal 1000d,0.99,-2.222553674,3.283880887,3.757418196
2003-01-06,2003-01-03,GARCH-t 1000d,0.99,-2.222553674,3.43789762,4.105494447
2003-01-07,2003-01-06,Historical 250d,0.95,0.6566129394,2.510778923,3.214489962
2003-01-07,2003-01-06,Normal 1000d,0.95,0.6566129394,2.328208806,2.912342469
2003-01-07,2003-01-06,GARCH-t 1000d,0.95,0.6566129394,2.447914398,3.192405669
2003-01-07,2003-01-06,Historical 250d,0.99,0.6566129394,3.489795704,3.959186159
2003-01-07,2003-01-06,Normal 1000d,0.99,0.6566129394,3.280883175,3.754591183
2003-01-07,2003-01-06,GARCH-t 1000d,0.99,0.6566129394,3.644393521,4.352333628
2003-01-08,2003-01-07,Historical 250d,0.95,1.418571861,2.510778923,3.214489962
2003-01-08,2003-01-07,Normal 1000d,0.95,1.418571861,2.328597399,2.91276792
2003-01-08,2003-01-07,GARCH-t 1000d,0.95,1.418571861,2.360412037,3.078062648
2003-01-08,2003-01-07,Historical 250d,0.99,1.418571861,3.489795704,3.959186159
2003-01-08,2003-01-07,Normal 1000d,0.99,1.418571861,3.281331881,3.75506978
2003-01-08,2003-01-07,GARCH-t 1000d,0.99,1.418571861,3.513755275,4.196172476
2003-01-09,2003-01-08,Historical 250d,0.95,-1.92006051,2.510778923,3.214489962
2003-01-09,2003-01-08,Normal 1000d,0.95,-1.92006051,2.327457468,2.911439274
2003-01-09,2003-01-08,GARCH-t 1000d,0.95,-1.92006051,2.352804002,3.068120908
2003-01-09,2003-01-08,Historical 250d,0.99,-1.92006051,3.489795704,3.959186159
2003-01-09,2003-01-08,Normal 1000d,0.99,-1.92006051,3.27988417,3.753469029
2003-01-09,2003-01-08,GARCH-t 1000d,0.99,-1.92006051,3.50239672,4.182594791
2003-01-10,2003-01-09,Historical 250d,0.95,-0,2.510778923,3.214489962
2003-01-10,2003-01-09,Normal 1000d,0.95,-0,2.326445439,2.910014987
2003-01-10,2003-01-09,GARCH-t 1000d,0.95,-0,2.428197305,3.166640512
2003-01-10,2003-01-09,Historical 250d,0.99,-0,3.489795704,3.959186159
2003-01-10,2003-01-09,Normal 1000d,0.99,-0,3.278199782,3.751450317
2003-01-10,2003-01-09,GARCH-t 1000d,0.99,-0,3.614956526,4.317145502
2003-01-13,2003-01-10,Historical 250d,0.95,0.1413287309,2.510778923,3.214489962
2003-01-13,2003-01-10,Normal 1000d,0.95,0.1413287309,2.326832184,2.910322017
2003-01-13,2003-01-10,GARCH-t 1000d,0.95,0.1413287309,2.323672397,3.030053411
2003-01-13,2003-01-10,Historical 250d,0.99,0.1413287309,3.489795704,3.959186159
2003-01-13,2003-01-10,Normal 1000d,0.99,0.1413287309,3.278456519,3.751642408
2003-01-13,2003-01-10,GARCH-t 1000d,0.99,0.1413287309,3.458904158,4.13060505
2003-01-14,2003-01-13,Historical 250d,0.95,-0.581292871,2.510778923,3.214489962
2003-01-14,2003-01-13,Normal 1000d,0.95,-0.581292871,2.327255455,2.910723343
2003-01-14,2003-01-13,GARCH-t 1000d,0.95,-0.581292871,2.22812537,2.905198086
2003-01-14,2003-01-13,Historical 250d,0.99,-0.581292871,3.489795704,3.959186159
2003-01-14,2003-01-13,Normal 1000d,0.99,-0.581292871,3.278843998,3.752012091
2003-01-14,2003-01-13,GARCH-t 1000d,0.99,-0.581292871,3.316255481,3.96008698
2003-01-15,2003-01-14,Historical 250d,0.95,1.453093054,2.510778923,3.214489962
2003-01-15,2003-01-14,Normal 1000d,0.95,1.453093054,2.323480841,2.906575081
2003-01-15,2003-01-14,GARCH-t 1000d,0.95,1.453093054,2.157864195,2.813384849
2003-01-15,2003-01-14,Historical 250d,0.99,1.453093054,3.489795704,3.959186159
2003-01-15,2003-01-14,Normal 1000d,0.99,1.453093054,3.274459995,3.747325075
2003-01-15,2003-01-14,GARCH-t 1000d,0.99,1.453093054,3.211357778,3.834695324
2003-01-16,2003-01-15,Historical 250d,0.95,0.3950196759,2.510778923,3.214489962
2003-01-16,2003-01-15,Normal 1000d,0.95,0.3950196759,2.324959861,2.908266579
2003-01-16,2003-01-15,GARCH-t 1000d,0.95,0.3950196759,2.179495968,2.841651998
2003-01-16,2003-01-15,Historical 250d,0.99,0.3950196759,3.489795704,3.959186159
2003-01-16,2003-01-15,Normal 1000d,0.99,0.3950196759,3.27628555,3.74932294
2003-01-16,2003-01-15,GARCH-t 1000d,0.99,0.3950196759,3.243653329,3.873300483
2003-01-17,2003-01-16,Historical 250d,0.95,1.411616495,2.510778923,3.214489962
2003-01-17,2003-01-16,Normal 1000d,0.95,1.411616495,2.325821897,2.909065647
2003-01-17,2003-01-16,GARCH-t 1000d,0.95,1.411616495,2.10219667,2.740641748
2003-01-17,2003-01-16,Historical 250d,0.99,1.411616495,3.489795704,3.959186159
2003-01-17,2003-01-16,Normal 1000d,0.99,1.411616495,3.27704489,3.750031217
2003-01-17,2003-01-16,GARCH-t 1000d,0.99,1.411616495,3.12824793,3.735348234
2003-01-21,2003-01-17,Historical 250d,0.95,1.582690219,2.510778923,3.214489962
2003-01-21,2003-01-17,Normal 1000d,0.95,1.582690219,2.328494062,2.911683455
2003-01-21,2003-01-17,GARCH-t 1000d,0.95,1.582690219,2.125054998,2.770511689
2003-01-21,2003-01-17,Historical 250d,0.99,1.582690219,3.489795704,3.959186159
2003-01-21,2003-01-17,Normal 1000d,0.99,1.582690219,3.279628403,3.752570648
2003-01-21,2003-01-17,GARCH-t 1000d,0.99,1.582690219,3.162374689,3.776142367
2003-01-22,2003-01-21,Historical 250d,0.95,1.048720254,2.510778923,3.214489962
2003-01-22,2003-01-21,Normal 1000d,0.95,1.048720254,2.330471621,2.913947419
2003-01-22,2003-01-21,GARCH-t 1000d,0.95,1.048720254,2.170330655,2.829675297
2003-01-22,2003-01-21,Historical 250d,0.99,1.048720254,3.489795704,3.959186159
2003-01-22,2003-01-21,Normal 1000d,0.99,1.048720254,3.282073065,3.755247572
2003-01-22,2003-01-21,GARCH-t 1000d,0.99,1.048720254,3.229969807,3.8569436
2003-01-23,2003-01-22,Historical 250d,0.95,-1.017173853,2.510778923,3.214489962
2003-01-23,2003-01-22,Normal 1000d,0.95,-1.017173853,2.331974661,2.915116224
2003-01-23,2003-01-22,GARCH-t 1000d,0.95,-1.017173853,2.140670482,2.790917099
2003-01-23,2003-01-22,Historical 250d,0.99,-1.017173853,3.489795704,3.959186159
2003-01-23,2003-01-22,Normal 1000d,0.99,-1.017173853,3.283030995,3.755934452
2003-01-23,2003-01-22,GARCH-t 1000d,0.99,-1.017173853,3.18568811,3.804010551
2003-01-24,2003-01-23,Historical 250d,0.95,2.966925335,2.510778923,3.214489962
2003-01-24,2003-01-23,Normal 1000d,0.95,2.966925335,2.331942891,2.915049899
2003-01-24,2003-01-23,GARCH-t 1000d,0.95,2.966925335,2.115246977,2.757695134
2003-01-24,2003-01-23,Historical 250d,0.99,2.966925335,3.489795704,3.959186159
2003-01-24,2003-01-23,Normal 1000d,0.99,2.966925335,3.282942869,3.755818303
2003-01-24,2003-01-23,GARCH-t 1000d,0.99,2.966925335,3.147731624,3.758638474
2003-01-27,2003-01-24,Historical 250d,0.95,1.629178392,2.738876546,3.24185777
2003-01-27,2003-01-24,Normal 1000d,0.95,1.629178392,2.339308503,2.92366512
2003-01-27,2003-01-24,GARCH-t 1000d,0.95,1.629178392,2.454235943,3.200666298
2003-01-27,2003-01-24,Historical 250d,0.99,1.629178392,3.489795704,3.959186159
2003-01-27,2003-01-24,Normal 1000d,0.99,1.629178392,3.29234649,3.766235304
2003-01-27,2003-01-24,GARCH-t 1000d,0.99,1.629178392,3.653831387,4.363615377
2003-01-28,2003-01-27,Historical 250d,0.95,-1.296602997,2.510778923,3.219602812
2003-01-28,2003-01-27,Normal 1000d,0.95,-1.296602997,2.341151775,2.925783452
2003-01-28,2003-01-27,GARCH-t 1000d,0.95,-1.296602997,2.46388297,3.213272475
2003-01-28,2003-01-27,Historical 250d,0.99,-1.296602997,3.489795704,3.959186159
2003-01-28,2003-01-27,Normal 1000d,0.99,-1.296602997,3.294638363,3.768750239
2003-01-28,2003-01-27,GARCH-t 1000d,0.99,-1.296602997,3.668234091,4.380831951
2003-01-29,2003-01-28,Historical 250d,0.95,-0.6756084814,2.510778923,3.219602812
2003-01-29,2003-01-28,Normal 1000d,0.95,-0.6756084814,2.341290781,2.926085056
2003-01-29,2003-01-28,GARCH-t 1000d,0.95,-0.6756084814,2.434859694,3.175346537
2003-01-29,2003-01-28,Historical 250d,0.99,-0.6756084814,3.489795704,3.959186159
2003-01-29,2003-01-28,Normal 1000d,0.99,-0.6756084814,3.295042553,3.769286289
2003-01-29,2003-01-28,GARCH-t 1000d,0.99,-0.6756084814,3.624903262,4.32903554
2003-01-30,2003-01-29,Historical 250d,0.95,2.311436674,2.510778923,3.219602812
2003-01-30,2003-01-29,Normal 1000d,0.95,2.311436674,2.337066607,2.921434728
2003-01-30,2003-01-29,GARCH-t 1000d,0.95,2.311436674,2.352193155,3.067322688
2003-01-30,2003-01-29,Historical 250d,0.99,2.311436674,3.489795704,3.959186159
2003-01-30,2003-01-29,Normal 1000d,0.99,2.311436674,3.290123357,3.764021501
2003-01-30,2003-01-29,GARCH-t 1000d,0.99,2.311436674,3.501484744,4.181504642
2003-01-31,2003-01-30,Historical 250d,0.95,-1.304489685,2.510778923,3.219602812
2003-01-31,2003-01-30,Normal 1000d,0.95,-1.304489685,2.34140654,2.926475619
2003-01-31,2003-01-30,GARCH-t 1000d,0.95,-1.304489685,2.492688227,3.250913518
2003-01-31,2003-01-30,Historical 250d,0.99,-1.304489685,3.489795704,3.959186159
2003-01-31,2003-01-30,Normal 1000d,0.99,-1.304489685,3.295606495,3.770073086
2003-01-31,2003-01-30,GARCH-t 1000d,0.99,-1.304489685,3.711239426,4.432239274
2003-02-03,2003-01-31,Historical 250d,0.95,-0.538455975,2.510778923,3.219602812
2003-02-03,2003-01-31,Normal 1000d,0.95,-0.538455975,2.341423944,2.926739422
2003-02-03,2003-01-31,GARCH-t 1000d,0.95,-0.538455975,2.461484154,3.210137841
2003-02-03,2003-01-31,Historical 250d,0.99,-0.538455975,3.489795704,3.959186159
2003-02-03,2003-01-31,Normal 1000d,0.99,-0.538455975,3.296025756,3.770692167
2003-02-03,2003-01-31,GARCH-t 1000d,0.99,-0.538455975,3.664652736,4.376550903
2003-02-04,2003-02-03,Historical 250d,0.95,1.418795001,2.510778923,3.219602812
2003-02-04,2003-02-03,Normal 1000d,0.95,1.418795001,2.335959539,2.920594334
2003-02-04,2003-02-03,GARCH-t 1000d,0.95,1.418795001,2.368651932,3.088830065
2003-02-04,2003-02-03,Historical 250d,0.99,1.418795001,3.489795704,3.959186159
2003-02-04,2003-02-03,Normal 1000d,0.99,1.418795001,3.289451213,3.763565618
2003-02-04,2003-02-03,GARCH-t 1000d,0.99,1.418795001,3.526057175,4.210877809
2003-02-05,2003-02-04,Historical 250d,0.95,0.5449844607,2.510778923,3.219602812
2003-02-05,2003-02-04,Normal 1000d,0.95,0.5449844607,2.338867996,2.923726906
2003-02-05,2003-02-04,GARCH-t 1000d,0.95,0.5449844607,2.360120467,3.077681641
2003-02-05,2003-02-04,Historical 250d,0.99,0.5449844607,3.489795704,3.959186159
2003-02-05,2003-02-04,Normal 1000d,0.99,0.5449844607,3.292725183,3.767021336
2003-02-05,2003-02-04,GARCH-t 1000d,0.99,0.5449844607,3.51331997,4.195652125
2003-02-06,2003-02-05,Historical 250d,0.95,0.6469515869,2.510778923,3.219602812
2003-02-06,2003-02-05,Normal 1000d,0.95,0.6469515869,2.33834802,2.922311096
2003-02-06,2003-02-05,GARCH-t 1000d,0.95,0.6469515869,2.274062693,2.965226321
2003-02-06,2003-02-05,Historical 250d,0.99,0.6469515869,3.489795704,3.959186159
2003-02-06,2003-02-05,Normal 1000d,0.99,0.6469515869,3.290744174,3.764313844
2003-02-06,2003-02-05,GARCH-t 1000d,0.99,0.6469515869,3.384838445,4.042069056
2003-02-07,2003-02-06,Historical 250d,0.95,1.014497125,2.510778923,3.219602812
2003-02-07,2003-02-06,Normal 1000d,0.95,1.014497125,2.335191412,2.918677271
2003-02-07,2003-02-06,GARCH-t 1000d,0.95,1.014497125,2.20116074,2.869962268
2003-02-07,2003-02-06,Historical 250d,0.99,1.014497125,3.489795704,3.959186159
2003-02-07,2003-02-06,Normal 1000d,0.99,1.014497125,3.286809265,3.759991931
2003-02-07,2003-02-06,GARCH-t 1000d,0.99,1.014497125,3.275998145,3.911964534
2003-02-10,2003-02-07,Historical 250d,0.95,-0.7540553124,2.510778923,3.219602812
2003-02-10,2003-02-07,Normal 1000d,0.95,-0.7540553124,2.337139486,2.920621212
2003-02-10,2003-02-07,GARCH-t 1000d,0.95,-0.7540553124,2.164787712,2.822432101
2003-02-10,2003-02-07,Historical 250d,0.99,-0.7540553124,3.489795704,3.959186159
2003-02-10,2003-02-07,Normal 1000d,0.99,-0.7540553124,3.288750598,3.761929913
2003-02-10,2003-02-07,GARCH-t 1000d,0.99,-0.7540553124,3.22169437,3.847051384
2003-02-11,2003-02-10,Historical 250d,0.95,0.813129755,2.510778923,3.219602812
2003-02-11,2003-02-10,Normal 1000d,0.95,0.813129755,2.334141006,2.917420143
2003-02-11,2003-02-10,GARCH-t 1000d,0.95,0.813129755,2.112476666,2.754075053
2003-02-11,2003-02-10,Historical 250d,0.99,0.813129755,3.489795704,3.959186159
2003-02-11,2003-02-10,Normal 1000d,0.99,0.813129755,3.285421713,3.758436736
2003-02-11,2003-02-10,GARCH-t 1000d,0.99,0.813129755,3.143595639,3.753694438
2003-02-12,2003-02-11,Historical 250d,0.95,1.276811647,2.510778923,3.219602812
2003-02-12,2003-02-11,Normal 1000d,0.95,1.276811647,2.335649938,2.91883232
2003-02-12,2003-02-11,GARCH-t 1000d,0.95,1.276811647,2.066690768,2.69424469
2003-02-12,2003-02-11,Historical 250d,0.99,1.276811647,3.489795704,3.959186159
2003-02-12,2003-02-11,Normal 1000d,0.99,1.276811647,3.286772844,3.759709402
2003-02-12,2003-02-11,GARCH-t 1000d,0.99,1.276811647,3.075238747,3.671982601
2003-02-13,2003-02-12,Historical 250d,0.95,0.1601415959,2.510778923,3.219602812
2003-02-13,2003-02-12,Normal 1000d,0.95,0.1601415959,2.337961515,2.921366969
2003-02-13,2003-02-12,GARCH-t 1000d,0.95,0.1601415959,2.075611927,2.705902344
2003-02-13,2003-02-12,Historical 250d,0.99,0.1601415959,3.489795704,3.959186159
2003-02-13,2003-02-12,Normal 1000d,0.99,0.1601415959,3.289448233,3.762565694
2003-02-13,2003-02-12,GARCH-t 1000d,0.99,0.1601415959,3.088557753,3.687903754
2003-02-14,2003-02-13,Historical 250d,0.95,-2.120813501,2.510778923,3.219602812
2003-02-14,2003-02-13,Normal 1000d,0.95,-2.120813501,2.336560991,2.918903918
2003-02-14,2003-02-13,GARCH-t 1000d,0.95,-2.120813501,2.00083846,2.608192705
2003-02-14,2003-02-13,Historical 250d,0.99,-2.120813501,3.489795704,3.959186159
2003-02-14,2003-02-13,Normal 1000d,0.99,-2.120813501,3.286314816,3.758570613
2003-02-14,2003-02-13,GARCH-t 1000d,0.99,-2.120813501,2.976923342,3.554459233
2003-02-18,2003-02-14,Historical 250d,0.95,-1.931185602,2.510778923,3.219602812
2003-02-18,2003-02-14,Normal 1000d,0.95,-1.931185602,2.337128569,2.920173634
2003-02-18,2003-02-14,GARCH-t 1000d,0.95,-1.931185602,2.173358746,2.833632232
2003-02-18,2003-02-14,Historical 250d,0.99,-1.931185602,3.489795704,3.959186159
2003-02-18,2003-02-14,Normal 1000d,0.99,-1.931185602,3.288027522,3.760852723
2003-02-18,2003-02-14,GARCH-t 1000d,0.99,-1.931185602,3.234490651,3.862347686
2003-02-19,2003-02-18,Historical 250d,0.95,0.7121386039,2.510778923,3.219602812
2003-02-19,2003-02-18,Normal 1000d,0.95,0.7121386039,2.334979483,2.918326825
2003-02-19,2003-02-18,GARCH-t 1000d,0.95,0.7121386039,2.278130688,2.970542142
2003-02-19,2003-02-18,Historical 250d,0.99,0.7121386039,3.489795704,3.959186159
2003-02-19,2003-02-18,Normal 1000d,0.99,0.7121386039,3.286371426,3.759441761
2003-02-19,2003-02-18,GARCH-t 1000d,0.99,0.7121386039,3.390911833,4.049329007
2003-02-20,2003-02-19,Historical 250d,0.95,0.9546958599,2.510778923,3.219602812
2003-02-20,2003-02-19,Normal 1000d,0.95,0.9546958599,2.335051205,2.918406476
2003-02-20,2003-02-19,GARCH-t 1000d,0.95,0.9546958599,2.209076177,2.880305704
2003-02-20,2003-02-19,Historical 250d,0.99,0.9546958599,3.489795704,3.959186159
2003-02-20,2003-02-19,Normal 1000d,0.99,0.9546958599,3.286456079,3.759532843
2003-02-20,2003-02-19,GARCH-t 1000d,0.99,0.9546958599,3.287815642,3.926090825
2003-02-21,2003-02-20,Historical 250d,0.95,-1.313755836,2.510778923,3.219602812
2003-02-21,2003-02-20,Normal 1000d,0.95,-1.313755836,2.335814262,2.919257724
2003-02-21,2003-02-20,GARCH-t 1000d,0.95,-1.313755836,2.166133711,2.824190974
2003-02-21,2003-02-20,Historical 250d,0.99,-1.313755836,3.489795704,3.959186159
2003-02-21,2003-02-20,Normal 1000d,0.99,-1.313755836,3.287362968,3.760511252
2003-02-21,2003-02-20,GARCH-t 1000d,0.99,-1.313755836,3.223703903,3.849453522
2003-02-24,2003-02-21,Historical 250d,0.95,1.85517336,2.510778923,3.219602812
2003-02-24,2003-02-21,Normal 1000d,0.95,1.85517336,2.335391828,2.919106276
2003-02-24,2003-02-21,GARCH-t 1000d,0.95,1.85517336,2.173298441,2.833553429
2003-02-24,2003-02-21,Historical 250d,0.99,1.85517336,3.489795704,3.959186159
2003-02-24,2003-02-21,Normal 1000d,0.99,1.85517336,3.287382491,3.760750534
2003-02-24,2003-02-21,GARCH-t 1000d,0.99,1.85517336,3.234400618,3.862240063
2003-02-25,2003-02-24,Historical 250d,0.95,-0.7168734783,2.510778923,3.219602812
2003-02-25,2003-02-24,Normal 1000d,0.95,-0.7168734783,2.337922128,2.922028108
2003-02-25,2003-02-24,GARCH-t 1000d,0.95,-0.7168734783,2.256830214,2.942707915
2003-02-25,2003-02-24,Historical 250d,0.99,-0.7168734783,3.489795704,3.959186159
2003-02-25,2003-02-24,Normal 1000d,0.99,-0.7168734783,3.290551347,3.764236905
2003-02-25,2003-02-24,GARCH-t 1000d,0.99,-0.7168734783,3.359110901,4.0113151
2003-02-26,2003-02-25,Historical 250d,0.95,1.322855465,2.510778923,3.219602812
2003-02-26,2003-02-25,Normal 1000d,0.95,1.322855465,2.337692608,2.921876832
2003-02-26,2003-02-25,GARCH-t 1000d,0.95,1.322855465,2.192987189,2.859281545
2003-02-26,2003-02-25,Historical 250d,0.99,1.322855465,3.489795704,3.959186159
2003-02-26,2003-02-25,Normal 1000d,0.99,1.322855465,3.290449437,3.764198448
2003-02-26,2003-02-25,GARCH-t 1000d,0.99,1.322855465,3.263795293,3.8973776
2003-02-27,2003-02-26,Historical 250d,0.95,-1.168906337,2.510778923,3.219602812
2003-02-27,2003-02-26,Normal 1000d,0.95,-1.168906337,2.340063747,2.924125354
2003-02-27,2003-02-26,GARCH-t 1000d,0.95,-1.168906337,2.19267691,2.85887609
2003-02-27,2003-02-26,Historical 250d,0.99,-1.168906337,3.489795704,3.959186159
2003-02-27,2003-02-26,Normal 1000d,0.99,-1.168906337,3.292620598,3.766270173
2003-02-27,2003-02-26,GARCH-t 1000d,0.99,-1.168906337,3.263332056,3.89682386
2003-02-28,2003-02-27,Historical 250d,0.95,-0.4611454438,2.510778923,3.219602812
2003-02-28,2003-02-27,Normal 1000d,0.95,-0.4611454438,2.338851371,2.922321128
2003-02-28,2003-02-27,GARCH-t 1000d,0.95,-0.4611454438,2.178549983,2.84041584
2003-02-28,2003-02-27,Historical 250d,0.99,-0.4611454438,3.489795704,3.959186159
2003-02-28,2003-02-27,Normal 1000d,0.99,-0.4611454438,3.290442963,3.763612572
2003-02-28,2003-02-27,GARCH-t 1000d,0.99,-0.4611454438,3.242241003,3.871612231
2003-03-03,2003-02-28,Historical 250d,0.95,0.7565880045,2.510778923,3.219602812
2003-03-03,2003-02-28,Normal 1000d,0.95,0.7565880045,2.338887963,2.922339976
2003-03-03,2003-02-28,GARCH-t 1000d,0.95,0.7565880045,2.106079137,2.745715132
2003-03-03,2003-02-28,Historical 250d,0.99,0.7565880045,3.489795704,3.959186159
2003-03-03,2003-02-28,Normal 1000d,0.99,0.7565880045,3.290450615,3.763605833
2003-03-03,2003-02-28,GARCH-t 1000d,0.99,0.7565880045,3.134044331,3.742277083
2003-03-04,2003-03-03,Historical 250d,0.95,1.547593429,2.510778923,3.219602812
2003-03-04,2003-03-03,Normal 1000d,0.95,1.547593429,2.339699893,2.923223265
2003-03-04,2003-03-03,GARCH-t 1000d,0.95,1.547593429,2.056382915,2.680774985
2003-03-04,2003-03-03,Historical 250d,0.99,1.547593429,3.489795704,3.959186159
2003-03-04,2003-03-03,Normal 1000d,0.99,1.547593429,3.291378927,3.764592014
2003-03-04,2003-03-03,GARCH-t 1000d,0.99,1.547593429,3.05984945,3.653586685
2003-03-05,2003-03-04,Historical 250d,0.95,-0.9516715279,2.510778923,3.219602812
2003-03-05,2003-03-04,Normal 1000d,0.95,-0.9516715279,2.342921181,2.926731172
2003-03-05,2003-03-04,GARCH-t 1000d,0.95,-0.9516715279,2.105667055,2.745176647
2003-03-05,2003-03-04,Historical 250d,0.99,-0.9516715279,3.489795704,3.959186159
2003-03-05,2003-03-04,Normal 1000d,0.99,-0.9516715279,3.295067667,3.768513191
2003-03-05,2003-03-04,GARCH-t 1000d,0.99,-0.9516715279,3.133429106,3.741541661
2003-03-06,2003-03-05,Historical 250d,0.95,0.9382919681,2.510778923,3.219602812
2003-03-06,2003-03-05,Normal 1000d,0.95,0.9382919681,2.342933339,2.92677508
2003-03-06,2003-03-05,GARCH-t 1000d,0.95,0.9382919681,2.077194005,2.707969713
2003-03-06,2003-03-05,Historical 250d,0.99,0.9382919681,3.489795704,3.959186159
2003-03-06,2003-03-05,Normal 1000d,0.99,0.9382919681,3.295131606,3.768602877
2003-03-06,2003-03-05,GARCH-t 1000d,0.99,0.9382919681,3.090919746,3.690727211
2003-03-07,2003-03-06,Historical 250d,0.95,-0.8225461475,2.510778923,3.219602812
2003-03-07,2003-03-06,Normal 1000d,0.95,-0.8225461475,2.344081259,2.928036819
2003-03-07,2003-03-06,GARCH-t 1000d,0.95,-0.8225461475,2.046271785,2.667562346
2003-03-07,2003-03-06,Historical 250d,0.99,-0.8225461475,3.489795704,3.959186159
2003-03-07,2003-03-06,Normal 1000d,0.99,-0.8225461475,3.296465156,3.77002873
2003-03-07,2003-03-06,GARCH-t 1000d,0.99,-0.8225461475,3.044753854,3.635541849
2003-03-10,2003-03-07,Historical 250d,0.95,2.616921222,2.510778923,3.219602812
2003-03-10,2003-03-07,Normal 1000d,0.95,2.616921222,2.344064316,2.927977113
2003-03-10,2003-03-07,GARCH-t 1000d,0.95,2.616921222,2.011608479,2.622266343
2003-03-10,2003-03-07,Historical 250d,0.99,2.616921222,3.489795704,3.959186159
2003-03-10,2003-03-07,Normal 1000d,0.99,2.616921222,3.29637847,3.769907365
2003-03-10,2003-03-07,GARCH-t 1000d,0.99,2.616921222,2.993002639,3.573679955
2003-03-11,2003-03-10,Historical 250d,0.95,0.8394475604,2.616921222,3.223848504
2003-03-11,2003-03-10,Normal 1000d,0.95,0.8394475604,2.350501792,2.93540227
2003-03-11,2003-03-10,GARCH-t 1000d,0.95,0.8394475604,2.286341446,2.981271486
2003-03-11,2003-03-10,Historical 250d,0.99,0.8394475604,3.489795704,3.959186159
2003-03-11,2003-03-10,Normal 1000d,0.99,0.8394475604,3.304426774,3.778756638
2003-03-11,2003-03-10,GARCH-t 1000d,0.99,0.8394475604,3.403170234,4.063982343
2003-03-12,2003-03-11,Historical 250d,0.95,-0.4311775539,2.616921222,3.223848504
2003-03-12,2003-03-11,Normal 1000d,0.95,-0.4311775539,2.350833768,2.935772336
2003-03-12,2003-03-11,GARCH-t 1000d,0.95,-0.4311775539,2.225904314,2.902295738
2003-03-12,2003-03-11,Historical 250d,0.99,-0.4311775539,3.489795704,3.959186159
2003-03-12,2003-03-11,Normal 1000d,0.99,-0.4311775539,3.304820871,3.779181624
2003-03-12,2003-03-11,GARCH-t 1000d,0.99,-0.4311775539,3.312939514,3.95612317
2003-03-13,2003-03-12,Historical 250d,0.95,-3.387670798,2.616921222,3.223848504
